time,open,high,low,close,volume
2021-01-01 00:00:00,1820.2863084456042,1821.799747179005,1815.1179705277232,1820.2863084456042,2586
2021-01-01 04:00:00,1820.2863084456042,1825.917475398226,1812.7094024655112,1814.928548991776,1031
2021-01-01 08:00:00,1814.928548991776,1820.1582769720394,1809.5611375239844,1815.555879948581,2742
2021-01-01 12:00:00,1815.555879948581,1823.171507415481,1809.814426385572,1820.6795643372006,1202
2021-01-01 16:00:00,1820.6795643372006,1823.449866944773,1809.0984320761568,1811.4459769863536,2551
2021-01-01 20:00:00,1811.4459769863536,1817.658459283494,1808.244130401292,1811.7042528538868,1256
2021-01-02 00:00:00,1811.7042528538868,1814.5083504404251,1806.5883735106477,1811.9270572162534,1002
2021-01-02 04:00:00,1811.9270572162534,1815.325860414476,1788.5638763198876,1791.1038545327701,706
2021-01-02 08:00:00,1791.1038545327701,1807.1879185902035,1784.3526123867862,1803.5492395933936,1900
2021-01-02 12:00:00,1803.5492395933936,1817.315304212549,1797.4297157576755,1810.9887107770903,2055
2021-01-02 16:00:00,1810.9887107770903,1813.3372626031883,1801.489446339372,1803.7170520821508,1570
2021-01-02 20:00:00,1803.7170520821508,1805.2715476508847,1796.7682850472756,1801.891961940464,1506
2021-01-03 00:00:00,1801.891961940464,1810.4728267320413,1796.8831787832837,1808.1890434234867,1771
2021-01-03 04:00:00,1808.1890434234867,1814.1767267039224,1801.6722746849073,1805.2862554338487,2969
2021-01-03 08:00:00,1805.2862554338487,1806.6395800928337,1797.0075400428502,1802.60675548244,989
2021-01-03 12:00:00,1802.60675548244,1807.4871545693627,1781.3942646760477,1785.4013475252123,2685
2021-01-03 16:00:00,1785.4013475252123,1796.819023109186,1781.2913959272953,1792.2898002605766,2050
2021-01-03 20:00:00,1792.2898002605766,1797.6290953707994,1788.5305645612525,1794.0098601166828,2861
2021-01-04 00:00:00,1794.0098601166828,1800.968116671775,1788.9920122559508,1797.5368681944642,2944
2021-01-04 04:00:00,1797.5368681944642,1802.307566865213,1778.444366262543,1779.452062804688,2551
2021-01-04 08:00:00,1779.452062804688,1800.9198224047511,1774.245508899618,1799.4939480915873,1682
2021-01-04 12:00:00,1799.4939480915873,1804.8395214834536,1797.6562110032703,1801.5794635097254,2532
2021-01-04 16:00:00,1801.5794635097254,1805.4946897678021,1794.5766937860067,1797.1672731829506,2124
2021-01-04 20:00:00,1797.1672731829506,1823.7406379927697,1790.4747947293697,1821.7496288247457,873
2021-01-05 00:00:00,1821.7496288247457,1826.4219932538344,1818.8486390876178,1821.4384854590796,870
2021-01-05 04:00:00,1821.4384854590796,1824.6044444338097,1798.9207186973176,1804.2638300619826,2457
2021-01-05 08:00:00,1804.2638300619826,1805.7229961276676,1796.8621825096993,1799.6345847895122,1286
2021-01-05 12:00:00,1799.6345847895122,1801.5312260428304,1764.4394593666918,1772.4082925585133,1477
2021-01-05 16:00:00,1772.4082925585133,1788.529485046815,1764.5349902495882,1785.2345401432942,2461
2021-01-05 20:00:00,1785.2345401432942,1790.8673530449873,1777.146663257352,1780.4703373137156,1066
2021-01-06 00:00:00,1780.4703373137156,1787.0720376715533,1764.4120080126459,1771.7931840039225,1464
2021-01-06 04:00:00,1771.7931840039225,1789.299852841678,1764.4184728353318,1784.8963145754901,588
2021-01-06 08:00:00,1784.8963145754901,1786.2233025889927,1762.8880440081873,1765.316896495282,680
2021-01-06 12:00:00,1765.316896495282,1777.2244455561347,1761.6875959158328,1771.975537763857,919
2021-01-06 16:00:00,1771.975537763857,1779.3127820982018,1745.117309546358,1747.4360491190646,590
2021-01-06 20:00:00,1747.4360491190646,1748.7967349620546,1737.123372195648,1739.7236260357247,2704
2021-01-07 00:00:00,1739.7236260357247,1743.1575476174773,1720.8215459986661,1725.5064768811897,2582
2021-01-07 04:00:00,1725.5064768811897,1744.4016730033243,1720.9910599398318,1743.2836734004136,1527
2021-01-07 08:00:00,1743.2836734004136,1769.7521708865552,1739.1214650615645,1764.7110929282276,2460
2021-01-07 12:00:00,1764.7110929282276,1766.441099951013,1758.5997191464437,1760.9916168979325,2690
2021-01-07 16:00:00,1760.9916168979325,1778.9004614934006,1756.2574878392466,1771.3139047963166,859
2021-01-07 20:00:00,1771.3139047963166,1775.1655984627039,1761.7618972181344,1769.3875569739503,2797
2021-01-08 00:00:00,1769.3875569739503,1781.7872892437772,1765.8685609374456,1776.4377886145478,670
2021-01-08 04:00:00,1776.4377886145478,1779.7386885858295,1761.824671095564,1767.637231250152,1673
2021-01-08 08:00:00,1767.637231250152,1770.9887144987304,1744.7565557561413,1747.370649804809,2292
2021-01-08 12:00:00,1747.370649804809,1748.451424387528,1719.6999990238785,1725.966954895714,2081
2021-01-08 16:00:00,1725.966954895714,1737.8644534343196,1720.9344833847726,1730.7979061094659,2094
2021-01-08 20:00:00,1730.7979061094659,1760.890603362229,1723.3746241836695,1758.00253573582,2745
2021-01-09 00:00:00,1758.00253573582,1764.2074791414846,1756.456696417847,1761.4689642945766,2988
2021-01-09 04:00:00,1761.4689642945766,1764.9885295325994,1749.8112582047756,1755.407197854428,1150
2021-01-09 08:00:00,1755.407197854428,1780.8737405704267,1751.4571203116816,1778.584913195073,2564
2021-01-09 12:00:00,1778.584913195073,1784.8523062573538,1774.9985180607086,1781.6660243473812,1811
2021-01-09 16:00:00,1781.6660243473812,1786.0845204738464,1778.3342644634206,1783.1167211625823,1150
2021-01-09 20:00:00,1783.1167211625823,1794.205839428896,1775.7996737647304,1786.381142981908,1701
2021-01-10 00:00:00,1786.381142981908,1793.5150719018213,1782.2579175467836,1785.0261056037675,2602
2021-01-10 04:00:00,1785.0261056037675,1788.0029085528104,1776.1249937157224,1781.5458785093629,717
2021-01-10 08:00:00,1781.5458785093629,1788.4201882542884,1763.3762269679153,1764.5598059095978,2147
2021-01-10 12:00:00,1764.5598059095978,1772.0796980212006,1756.8161245181973,1770.812784380432,1836
2021-01-10 16:00:00,1770.812784380432,1775.7930112522931,1763.2949055789913,1769.9089679678152,2510
2021-01-10 20:00:00,1769.9089679678152,1791.504060978293,1764.0823447012488,1784.4594880286052,1944
2021-01-11 00:00:00,1784.4594880286052,1786.9777522267482,1775.6353798649745,1780.2671553998925,2938
2021-01-11 04:00:00,1780.2671553998925,1782.3937924133543,1754.1040793662767,1757.624205850189,1930
2021-01-11 08:00:00,1757.624205850189,1764.1830575811352,1752.6125523464375,1756.6623672601122,972
2021-01-11 12:00:00,1756.6623672601122,1782.8634044229013,1751.0477343159002,1777.2903038137342,1552
2021-01-11 16:00:00,1777.2903038137342,1785.109327730147,1768.361560810358,1772.922715331218,2453
2021-01-11 20:00:00,1772.922715331218,1775.0342108128864,1755.2229939366575,1762.4779219916306,1850
2021-01-12 00:00:00,1762.4779219916306,1764.5169606458028,1745.114661225501,1748.3883079171942,2379
2021-01-12 04:00:00,1748.3883079171942,1749.7760070840943,1728.9792196975782,1736.0215951769515,1832
2021-01-12 08:00:00,1736.0215951769515,1739.2916003835624,1729.54651319642,1732.6527593280114,2502
2021-01-12 12:00:00,1732.6527593280114,1733.986850329824,1716.711406423109,1718.7264631991745,2818
2021-01-12 16:00:00,1718.7264631991745,1742.2293333350053,1716.8357774688573,1736.9316215790072,1455
2021-01-12 20:00:00,1736.9316215790072,1738.5326902458444,1730.9135576667081,1733.7734877387647,2937
2021-01-13 00:00:00,1733.7734877387647,1739.4904328272096,1726.3538947664858,1735.3107571893631,2003
2021-01-13 04:00:00,1735.3107571893631,1757.408602470274,1728.7077697839475,1752.80312043083,1452
2021-01-13 08:00:00,1752.80312043083,1772.6808936901464,1746.6556063205132,1771.0764316684947,922
2021-01-13 12:00:00,1771.0764316684947,1776.919695746603,1765.6117032264372,1768.7571250569458,1947
2021-01-13 16:00:00,1768.7571250569458,1780.908163637272,1766.2412661610776,1772.9743046354695,2513
2021-01-13 20:00:00,1772.9743046354695,1785.7530740924701,1769.4423998433933,1782.0281126406594,2020
2021-01-14 00:00:00,1782.0281126406594,1786.6457677667843,1774.2707345639494,1779.947336109124,1132
2021-01-14 04:00:00,1779.947336109124,1783.5741349198213,1756.7085320354436,1758.8446708662836,1502
2021-01-14 08:00:00,1758.8446708662836,1774.7932283823627,1754.14607139687,1766.9346283033826,2384
2021-01-14 12:00:00,1766.9346283033826,1784.8537494544119,1763.3538344220253,1777.900344953891,1538
2021-01-14 16:00:00,1777.900344953891,1790.9007715212492,1771.5821028053685,1783.1198653181289,2667
2021-01-14 20:00:00,1783.1198653181289,1786.8247419990225,1766.7627287354073,1772.2708184302319,2067
2021-01-15 00:00:00,1772.2708184302319,1775.4851395221754,1768.1072179865096,1770.1519796751982,2478
2021-01-15 04:00:00,1770.1519796751982,1771.264954868228,1760.1335070391945,1763.2962308415024,2932
2021-01-15 08:00:00,1763.2962308415024,1764.8342722971604,1753.2777151810046,1759.9331849862301,2319
2021-01-15 12:00:00,1759.9331849862301,1783.4235630005903,1752.7232341793078,1775.7292962916122,503
2021-01-15 16:00:00,1775.7292962916122,1799.4081912341144,1771.1517219058546,1794.3177408849917,735
2021-01-15 20:00:00,1794.3177408849917,1806.7068423332657,1787.5278465177823,1802.5842481985694,1650
2021-01-16 00:00:00,1802.5842481985694,1811.5075351735004,1800.110000982647,1809.402678628571,1759
2021-01-16 04:00:00,1809.402678628571,1825.3219076723867,1805.560308255421,1817.7557154959036,1705
2021-01-16 08:00:00,1817.7557154959036,1819.1177723339526,1812.2515143210696,1817.842298249288,2575
2021-01-16 12:00:00,1817.842298249288,1823.3823701128163,1815.9735988759235,1817.1678257041049,615
2021-01-16 16:00:00,1817.1678257041049,1822.36049167687,1804.610623107811,1809.317572448254,1846
2021-01-16 20:00:00,1809.317572448254,1815.4361155809606,1801.9114199146256,1808.8806520403148,1325
2021-01-17 00:00:00,1808.8806520403148,1842.4394742587838,1806.4102643377266,1836.2335048724915,2055
2021-01-17 04:00:00,1836.2335048724915,1852.6169529065717,1835.1510427359403,1846.8954658161995,1531
2021-01-17 08:00:00,1846.8954658161995,1851.7697008231153,1837.4898691269689,1843.0235505277387,706
2021-01-17 12:00:00,1843.0235505277387,1847.0591337542398,1831.9697119753168,1837.5939196947982,2293
2021-01-17 16:00:00,1837.5939196947982,1844.206899036116,1824.7548963254576,1827.453528788431,2111
2021-01-17 20:00:00,1827.453528788431,1834.1089001986027,1824.1685990191659,1832.1794619779437,2749
2021-01-18 00:00:00,1832.1794619779437,1840.0889208721044,1828.7714024844915,1837.1114992926364,1937
2021-01-18 04:00:00,1837.1114992926364,1843.5840610720163,1818.4442135941765,1820.0275284012869,1107
2021-01-18 08:00:00,1820.0275284012869,1833.3206041782942,1813.8185259032848,1826.0970397608492,2450
2021-01-18 12:00:00,1826.0970397608492,1831.7320163271754,1816.9963437770502,1819.496861507289,817
2021-01-18 16:00:00,1819.496861507289,1838.2000543691572,1813.0936835263553,1836.8510043797367,2901
2021-01-18 20:00:00,1836.8510043797367,1845.77994540981,1831.2913244509189,1838.9666211768488,686
2021-01-19 00:00:00,1838.9666211768488,1867.592047311773,1837.2406128219995,1859.8128707654334,2564
2021-01-19 04:00:00,1859.8128707654334,1864.0354641836775,1848.313100370819,1854.548838243463,2856
2021-01-19 08:00:00,1854.548838243463,1858.2814073973047,1849.320036534618,1851.3265208378755,1990
2021-01-19 12:00:00,1851.3265208378755,1858.6238736544176,1845.7186426814555,1855.157710057776,1414
2021-01-19 16:00:00,1855.157710057776,1873.3085084754039,1853.614487416554,1868.0625786404123,2997
2021-01-19 20:00:00,1868.0625786404123,1877.2747149086033,1862.997888589412,1875.0866574966028,758
2021-01-20 00:00:00,1875.0866574966028,1877.0289937683401,1856.4082658065556,1860.517859164534,1383
2021-01-20 04:00:00,1860.517859164534,1870.8820442368649,1855.848814479732,1862.9461565765728,2476
2021-01-20 08:00:00,1862.9461565765728,1867.9538423468507,1856.7058430153052,1863.4465824317213,1341
2021-01-20 12:00:00,1863.4465824317213,1868.0499695738138,1852.3632102763893,1858.5312483017112,989
2021-01-20 16:00:00,1858.5312483017112,1861.6410094686303,1849.669006711224,1850.9874737796647,1995
2021-01-20 20:00:00,1850.9874737796647,1873.5045926862308,1848.8444376183377,1872.1918896445102,2351
2021-01-21 00:00:00,1872.1918896445102,1873.6435557612429,1859.866651438276,1867.7407408608333,1671
2021-01-21 04:00:00,1867.7407408608333,1869.1534026105735,1853.7479075022488,1857.8231582079613,1749
2021-01-21 08:00:00,1857.8231582079613,1871.6236095277732,1851.0714904306926,1865.7020011943723,1293
2021-01-21 12:00:00,1865.7020011943723,1873.960998758936,1860.8470592805804,1867.502965914181,1754
